StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,prolific_id,Q41_First Click,Q41_Last Click,Q41_Page Submit,Q41_Click Count,Q14,Q14_DO,Q15,desktop,desktop_DO,Q48_First Click,Q48_Last Click,Q48_Page Submit,Q48_Click Count,beatles,beatles_DO,se.beatles,se.beatles_DO,Q49_First Click,Q49_Last Click,Q49_Page Submit,Q49_Click Count,alcapone,se.alcapone,se.alcapone_DO,Q50_First Click,Q50_Last Click,Q50_Page Submit,Q50_Click Count,vangogh,vangogh_DO,se.vangogh,se.vangogh_DO,natalia,natalia_DO,Q58,Q58_DO,spain,spain_DO,Q60,Q60_DO,Q60_1,Q60_2,Q60_3,Q60_5,Q60_DO,Q58,Q58_DO,Q32,Q33,Q34,Q34_DO,Q35,Q35_DO,Q36,Q36_DO,Q37,Q38,FL_90_DO,FL_12_DO,Google_default_DO
2023-07-13 18:05:26,2023-07-13 18:16:49,0,76.157.124.15,100,682,1,2023-07-13 18:16:49,R_6EXBiOVsSeKioW5,,,,,42.0431,-87.7899,anonymous,EN,1,1,610710773582677196923746,,,,,5,5|2|4|3|1,7,2,1|2,32.752,37.725,40.253,5,4,4|3|6|2|7|5|1,"1,2",2|3|1|4|5,1.616,52.334,54.223,5,2,1,1|4|5|3|2,4.555,53.116,55.283,7,17,23|21|18|19|20|22|17,"1,2",4|2|1|5|3,3,5|1|4|2|3,1,1|4|5|2|3,3,3|4|1|2|5,"1,2",3|2|4|5|1,5,5,4,4,3|2|5|1,"1,3",3|5|1|6|4|2,1985,4,5,1|2|3|5|4,2,4|3|2|1,1,6|3|1|2|7|5|4,5,"I didnt trust it so I double checked the answers with Google, which I know better. ",Video,Bing_default,
2023-07-13 18:13:17,2023-07-13 18:17:40,0,68.110.76.165,100,263,1,2023-07-13 18:17:41,R_3rNaiewrHCe5f7X,,,,,33.3908,-111.9184,anonymous,EN,0.8999999761581421,1,5f48dab70aa4ce3aa1914003,,,,,5,3|1|2|5|4,7,2,1|2,14.889,17.059,18.524,2,4,3|2|4|6|5|7|1,2,5|2|1|3|4,23.346,25.49,26.431,2,2,2,1|2|4|5|3,19.021,21.689,23.427,2,17,22|18|23|17|19|21|20,2,5|4|1|2|3,3,5|2|1|3|4,2,5|4|3|1|2,3,4|3|5|1|2,2,2|1|5|4|3,4.57,3.93,4.4,2.57,1|5|2|3,"1,3",5|2|4|6|1|3,1996,5,3,2|3|1|4|5,1,3|4|2|1,1,4|1|2|6|7|3|5,5,N/A,Video,Bing_default,
2023-07-13 18:20:16,2023-07-13 18:21:47,0,71.229.80.186,100,91,1,2023-07-13 18:21:48,R_2rVCfBJOrV48gd8,,,,,32.0388,-81.1219,anonymous,EN,0.800000011920929,1,5c1980c24a03080001139d5a,,,,,1,2|4|3|1|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-13 18:11:05,2023-07-13 18:22:28,0,68.80.206.137,100,682,1,2023-07-13 18:22:28,R_2QXnciZhJ8vUJ1Y,,,,,40.1136,-74.9396,anonymous,EN,1,1,559d9916fdf99b1e2b2dc6b8,,,,,5,4|1|3|2|5,7,2,1|2,13.04,31.276,34.212,3,4,6|5|4|1|7|3|2,2,5|2|3|1|4,6.203,74.86,80.695,4,2,4,2|3|5|1|4,5.505,57.473,59.349,3,17,18|19|22|17|23|20|21,2,2|3|4|5|1,3,4|5|2|3|1,2,2|1|5|3|4,3,2|4|1|5|3,2,5|3|2|4|1,4,3,4,3,5|2|1|3,"1,2,3",1|2|3|6|5|4,1953,4,3,4|1|3|5|2,2,1|2|3|4,1,6|5|1|3|4|2|7,5,"For (I think) the second question I couldn't find the answer quickly on Bing so I switched to DuckDuckGo (which is in Chrome's context menu). I went back to Bing for everything else because you'd suggested it. Normally I don't use Bing; I use DDG on my computer and Google on my (Android) phone. Also - I am not sure I found the right answers to at least a couple of the questions. Even though I copy/pasted the question text into the search box the results weren't conclusive. For example, with Al Capone I saw both concealed weapon and tax evasion. I went with the latter because it seemed more common, and because it's the one I'd heard about from early in my life.",No_video,Bing_default,
2023-07-13 18:22:03,2023-07-13 18:22:55,0,70.118.202.8,100,52,1,2023-07-13 18:22:56,R_3NURFLFQmBq5Ts1,,,,,39.3037,-94.9322,anonymous,EN,1,1,636149ed831b3d9b3319fd93,,,,,1,2|1|4|5|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-13 18:16:14,2023-07-13 18:23:31,0,96.235.128.206,100,437,1,2023-07-13 18:23:31,R_3PFfIXv3djaOGjq,,,,,40.1443,-74.7003,anonymous,EN,1,1,59e6a393ac0af70001b369dd,,,,,5,2|5|3|1|4,7,2,1|2,22,33.381,35.208,4,4,7|5|2|3|4|6|1,1,5|3|4|1|2,14.441,49.526,50.726,5,2,1,5|3|1|4|2,5.181,40.665,43.584,4,23,19|17|18|22|20|21|23,1,1|4|5|2|3,3,3|2|4|5|1,1,3|4|1|2|5,3,4|1|3|5|2,1,1|5|2|4|3,3.8,3.5,3.7,2.7,2|3|1|5,1,2|5|3|6|1|4,1971,3,5,5|1|2|3|4,2,4|1|2|3,1,6|1|4|3|7|5|2,5,no,No_video,Google_default,google_default
2023-07-13 18:20:19,2023-07-13 18:24:10,0,173.90.223.183,100,231,1,2023-07-13 18:24:11,R_1gzmb9S9WJXRCWH,,,,,42.1139,-80.1499,anonymous,EN,0.8999999761581421,1,5c65739723f6300001380c2c,,,,,5,3|5|4|1|2,7,2,1|2,11.117,13.828,16.635,2,4,5|7|1|4|6|3|2,1,3|2|1|5|4,24.828,26.867,27.615,2,2,1,2|1|3|5|4,19.672,21.472,22.357,2,17,23|20|18|22|19|21|17,1,2|5|1|4|3,3,3|4|2|5|1,1,2|4|1|3|5,3,2|4|1|3|5,1,1|5|4|3|2,4.8,0.27,0.2,0.87,1|5|3|2,1,6|2|5|1|3|4,1982,3,4,4|1|2|3|5,2,1|2|3|4,1,2|7|5|1|4|6|3,5,no,Video,Google_default,google_default
2023-07-13 18:20:37,2023-07-13 18:27:00,0,172.58.129.80,100,382,1,2023-07-13 18:27:01,R_YR1ovzgGdKiKXe1,,,,,25.7703,-80.2072,anonymous,EN,0.8999999761581421,1,5e05169c37241cf5527d7f6a,,,,,5,4|5|2|3|1,7,2,2|1,2.478,27.95,29.634,7,4,1|6|2|5|3|7|4,2,2|4|5|1|3,2.019,86.414,87.351,12,6,2,4|1|3|5|2,2.163,21.537,22.445,8,23,21|17|19|22|18|20|23,1,1|4|2|5|3,3,2|1|4|5|3,1,4|2|3|1|5,3,4|5|2|3|1,1,3|5|2|1|4,4.56,2.09,0.39,0.69,2|1|3|5,"1,3",5|2|3|4|6|1,1994,3,3,3|2|5|1|4,2,1|3|4|2,1,3|4|5|7|6|2|1,5,"Good luck on your thesis and thanks for having me ",Video,Bing_default,
2023-07-13 18:21:20,2023-07-13 18:27:18,0,65.129.92.67,100,357,1,2023-07-13 18:27:19,R_2SuI5XSNAM3sy1l,,,,,43.6339,-116.2942,anonymous,EN,1,1,5e1ccb298f3c65054bd232c1,,,,,5,5|3|4|2|1,7,2,1|2,3.136,16.406,18.52,4,4,3|2|6|7|4|1|5,1,4|5|1|3|2,22.915,26.645,28.38,3,2,1,5|3|4|2|1,24.768,27.538,29.56,3,17,22|17|23|21|20|19|18,1,2|5|4|1|3,3,1|2|5|4|3,1,2|3|1|5|4,3,2|4|3|5|1,1,5|2|3|1|4,4.5,0.6,2.53,2.67,5|1|3|2,1,3|6|5|4|1|2,1987,4,2,5|2|1|3|4,4,3|4|2|1,1,2|7|4|6|1|3|5,5,"I would have chosen Google to search regardless, since I was given the option to.",No_video,Google_default,google_default
2023-07-13 18:24:33,2023-07-13 18:27:47,0,135.180.94.50,100,194,1,2023-07-13 18:27:47,R_24i1DWSCcdfOsEC,,,,,37.7562,-122.4866,anonymous,EN,0.10000000149011612,1,5f473eafdbc4a2121ceae963,,,,,5,1|2|3|5|4,7,2,1|2,15.965,17.349,18.085,2,4,5|2|7|4|3|1|6,2,4|1|3|2|5,10.555,24.488,25.673,3,1,2,4|5|1|3|2,16.898,20.334,21.743,3,17,21|17|19|22|20|23|18,2,2|1|5|3|4,3,1|3|4|5|2,2,5|4|3|1|2,3,3|5|1|4|2,2,5|2|4|1|3,4.43,3.73,3.57,2.37,2|1|3|5,"1,3",1|3|5|6|4|2,1990,4,5,4|5|1|2|3,2,2|3|1|4,4,6|3|1|4|2|7|5,5,,No_video,Bing_default,
2023-07-13 18:22:49,2023-07-13 18:29:03,0,173.28.82.24,100,374,1,2023-07-13 18:29:04,R_3nN08Z9fsJpTQaX,,,,,41.2817,-85.8541,anonymous,EN,1,1,6155d24e3306f96464879b38,,,,,5,5|3|1|2|4,7,2,2|1,11.177,17.157,18.641,2,4,6|1|2|7|3|5|4,2,4|1|3|5|2,55.992,73.751,75.428,2,2,2,1|3|2|5|4,73.599,77.165,78.665,3,17,23|17|20|18|19|22|21,"1,2",3|2|4|1|5,3,2|1|3|4|5,2,1|2|5|3|4,3,2|3|5|4|1,"1,2",2|5|1|4|3,5,4,3,4,1|2|5|3,"1,3",3|2|1|5|4|6,1999,4,1,4|5|3|2|1,2,4|2|3|1,1,5|2|4|1|6|7|3,5,,No_video,Bing_default,
2023-07-13 18:20:09,2023-07-13 18:29:15,0,66.8.251.18,100,545,1,2023-07-13 18:29:16,R_1MTkk5TGvYjx6FR,,,,,21.2817,-157.825,anonymous,EN,0.8999999761581421,1,5dcf4fb1181abc09aa499cd8,,,,,5,1|3|5|4|2,7,2,2|1,25.634,30.073,32.853,3,4,2|7|3|4|5|6|1,"1,2",2|3|5|1|4,30.32,157.761,162.913,4,1,"2,4",5|4|2|3|1,113.608,115.777,117.789,2,23,22|18|21|23|19|20|17,2,4|2|3|1|5,3,1|3|2|4|5,4,5|4|2|3|1,3,4|3|5|2|1,4,1|2|5|3|4,5,4,4.5,3,3|2|1|5,"1,2,3",5|4|1|2|6|3,1964,5,5,2|1|3|5|4,2,2|4|1|3,1,5|4|6|7|1|3|2,5,,No_video,Bing_default,
2023-07-13 18:17:47,2023-07-13 18:29:36,0,24.3.174.7,100,708,1,2023-07-13 18:29:36,R_3htCaIhIwolkXjH,,,,,40.5248,-80.1643,anonymous,EN,1,1,5ca60cd95a6f9a0015b2d034,,,,,5,1|4|2|5|3,7,2,1|2,22.813,31.672,33.327,3,4,1|5|4|6|7|2|3,2,5|1|3|2|4,64.793,71.665,73.735,4,2,2,4|5|1|3|2,9.363,148.336,150.191,7,17,23|22|20|18|19|21|17,2,5|3|1|4|2,3,1|4|3|2|5,2,3|5|4|1|2,3,3|4|1|2|5,2,3|4|5|2|1,3.18,3.58,3.68,2.88,1|3|5|2,"1,3",2|4|3|5|1|6,1953,2,2,4|1|3|2|5,1,1|4|3|2,1,7|4|5|3|2|1|6,5,currently use Bing,No_video,Google_default,google_default
2023-07-13 18:25:31,2023-07-13 18:30:39,0,167.248.97.237,100,307,1,2023-07-13 18:30:40,R_1NfypK3OzyBzDXd,,,,,40.8226,-96.6764,anonymous,EN,1,1,60fd8be40b4150653bf996d5,,,,,5,3|4|2|1|5,7,2,1|2,12.282,13.593,15.84,2,4,4|1|6|2|3|5|7,2,1|4|2|5|3,15.891,17.633,19.044,2,2,2,3|5|4|2|1,18.052,86.979,88.27,4,23,18|21|20|19|17|23|22,"1,2",4|3|5|2|1,3,3|4|2|1|5,1,5|4|2|3|1,3,2|4|1|3|5,1,3|5|1|2|4,4,3,2.3,2,3|2|5|1,1,6|4|3|1|2|5,1999,2,2,3|4|5|1|2,3,1|2|4|3,1,1|4|3|6|2|5|7,5,,No_video,Bing_default,
2023-07-13 18:26:21,2023-07-13 18:30:49,0,184.88.225.110,100,267,1,2023-07-13 18:30:50,R_1Pc6eqxu7GcZBvk,,,,,28.53,-81.4807,anonymous,EN,0.800000011920929,1,5e8519a0da382910980598ad,,,,,5,4|3|5|2|1,7,2,1|2,13.784,16.785,18.003,2,4,5|6|1|3|2|4|7,1,4|5|2|3|1,34.089,36.736,37.567,2,1,1,4|2|1|5|3,44.519,46.24,47.275,2,17,21|18|20|23|19|22|17,1,2|3|1|4|5,3,2|5|4|1|3,1,2|3|4|1|5,3,3|4|2|5|1,4,3|5|4|1|2,3.95,2.32,3.62,2.98,2|3|5|1,"1,2,3",3|1|2|4|6|5,1976,3,5,2|1|3|4|5,1,4|1|2|3,1,2|4|3|6|1|5|7,5,,Video,Google_default,google_default
2023-07-13 18:16:19,2023-07-13 18:31:33,0,172.58.123.219,100,913,1,2023-07-13 18:31:34,R_2pM1xoJffq2KSxc,,,,,42.4095,-82.947,anonymous,EN,1,1,6143c54419a0e89c28649418,,,,,5,5|1|2|3|4,7,2,2|1,5.855,32.634,33.839,5,4,5|3|2|4|1|6|7,1,5|4|3|1|2,47.3,78.887,81.222,6,2,1,3|5|4|2|1,33.978,37.461,38.225,3,17,23|21|17|22|20|18|19,1,3|4|1|2|5,3,3|5|2|4|1,1,5|2|1|4|3,3,2|4|5|3|1,1,1|3|2|5|4,4.69,2.66,2.46,3.56,5|3|1|2,1,1|4|6|3|5|2,2003,2,1,3|4|2|1|5,2,2|3|4|1,7,4|7|6|1|5|2|3,3,,Video,Google_default,google_default
2023-07-13 18:23:20,2023-07-13 18:31:33,0,174.99.23.88,100,493,1,2023-07-13 18:31:34,R_2teVsPnwQhCF1nt,,,,,35.7614,-78.6015,anonymous,EN,1,1,6329fef9d9d384640eb94cfa,,,,,5,3|2|1|4|5,7,2,1|2,13.324,16.118,18.97,2,4,7|5|6|2|3|4|1,1,3|1|5|4|2,93.838,99.862,102.635,4,1,1,5|1|4|2|3,97.787,100.995,102.531,2,17,23|17|20|22|19|21|18,1,3|4|2|1|5,3,2|4|1|5|3,1,1|3|2|5|4,3,3|4|2|1|5,1,4|2|3|1|5,4.53,3.3,4.27,3.17,1|2|3|5,1,1|3|5|4|6|2,1979,5,4,3|1|5|4|2,2,2|1|3|4,1,3|2|1|5|4|6|7,5,"I always change my default search engine to Google, so I actively make the choice",No_video,Google_default,google_default
2023-07-13 18:25:07,2023-07-13 18:31:34,0,24.154.85.28,100,387,1,2023-07-13 18:31:34,R_0J1sDHJjsZAJlD3,,,,,41.0588,-79.7238,anonymous,EN,1,1,5fee2749ad8fba1104bd0f5b,,,,,5,3|5|4|2|1,7,2,1|2,4.486,48.488,50.112,8,4,4|3|6|7|5|2|1,5,2|3|1|5|4,5.529,37.271,41.255,3,2,1,4|1|5|2|3,29.296,31.055,32.924,2,17,21|20|22|19|17|23|18,1,1|3|5|4|2,3,2|4|5|3|1,1,3|1|4|5|2,3,3|1|2|5|4,5,1|2|5|4|3,3.35,0.42,1.78,1.48,3|2|5|1,1,6|4|5|3|1|2,1988,4,2,4|3|5|1|2,2,3|4|2|1,1,4|6|7|1|5|2|3,5,I would've just used google anyway so I was glad it was the suggested one. Also I didn't need a search engine to know that Her Majesty is the shortest Beatles song and why did you massacre poor Polythene Pam like that?,Video,Google_default,google_default
2023-07-13 18:22:35,2023-07-13 18:31:49,0,69.216.18.255,100,553,1,2023-07-13 18:31:49,R_RFCe72NUyTlBulH,,,,,33.0326,-96.7859,anonymous,EN,1,1,5efe85d36b4d873908aff881,,,,,5,5|2|4|1|3,7,2,1|2,18.096,29.122,30.14,3,4,5|6|3|2|4|7|1,2,3|4|2|1|5,13.598,30.053,31.457,3,2,2,2|3|5|1|4,9.622,20.789,22.046,4,23,20|23|17|22|21|18|19,1,2|1|5|3|4,3,3|5|4|1|2,1,3|2|1|4|5,3,2|5|4|1|3,1,1|3|2|5|4,4.47,2.87,0.3,0.3,2|3|5|1,"1,3,4",4|5|3|1|6|2,1991,4,3,3|2|4|1|5,2,2|1|3|4,5,3|1|6|7|5|2|4,5,,Video,Bing_default,
2023-07-13 18:28:36,2023-07-13 18:32:12,0,172.58.254.117,100,216,1,2023-07-13 18:32:12,R_8oFRtuMXKQ31DSF,,,,,35.2296,-80.843,anonymous,EN,1,1,5cc99b0973d6e70001c2fc87,,,,,5,2|5|3|4|1,7,2,1|2,9.058,11.356,13.429,2,4,7|4|1|3|5|6|2,1,1|4|5|2|3,16.243,20.687,21.787,2,2,1,4|2|3|1|5,19.932,21.382,23.629,2,17,23|20|21|18|17|22|19,1,5|1|4|3|2,3,1|5|3|2|4,1,4|3|1|2|5,1,1|4|5|3|2,1,2|5|4|3|1,4.5,0.23,4.87,0.3,2|1|5|3,1,1|3|6|4|2|5,1991,3,2,4|1|2|3|5,2,4|1|3|2,1,1|7|3|4|5|2|6,5,i typically just stick with using google,No_video,Google_default,google_default
2023-07-13 18:26:59,2023-07-13 18:32:52,0,73.121.17.196,100,353,1,2023-07-13 18:32:53,R_1dKQ4645NJSAFhl,,,,,36.013,-84.2624,anonymous,EN,0.8999999761581421,1,5ea9a1c1abf6100f699a1efc,,,,,5,5|1|2|3|4,7,2,2|1,3.756,15.975,19.757,4,4,4|5|3|6|1|7|2,4,3|5|4|2|1,7.723,80.232,81.291,4,2,4,2|1|3|5|4,3.602,53.738,54.78,4,23,22|20|21|23|17|18|19,4,1|4|2|3|5,3,2|3|4|1|5,4,5|1|3|4|2,3,5|1|3|2|4,4,1|5|4|2|3,0,0,5,0,3|2|1|5,2,6|3|2|4|5|1,1966,4,1,3|4|5|2|1,1,1|2|4|3,1,5|7|1|6|3|4|2,5,,No_video,Bing_default,
2023-07-13 18:24:04,2023-07-13 18:37:18,0,72.230.215.185,100,794,1,2023-07-13 18:37:18,R_3qfFpBV8Z0mjlp7,,,,,41.984,-76.5215,anonymous,EN,1,1,612012042e280e07b00c0be5,,,,,5,1|2|5|4|3,7,2,2|1,20.141,52.227,56.778,9,4,4|2|7|3|5|6|1,2,4|5|1|2|3,117.548,230.187,231.573,9,2,2,4|3|5|2|1,5.808,92.365,95.133,5,23,18|22|20|19|21|17|23,2,5|2|1|4|3,3,1|2|5|3|4,2,1|2|5|3|4,3,1|3|4|2|5,2,1|4|2|3|5,3.88,3.61,2.88,3.01,5|1|3|2,"1,2,3",4|5|1|2|3|6,1987,4,3,2|3|4|1|5,1,1|4|3|2,7,3|5|6|4|1|7|2,5,"I like BING but I also sometimes use Google. If I feel there is a breach in privacy which Google is known for, like the Cash App of search engines, I will use Duck Duck Go.",Video,Bing_default,
2023-07-13 18:33:51,2023-07-13 18:38:18,0,172.118.208.57,100,267,1,2023-07-13 18:38:19,R_28P2LqQgmhiVqfz,,,,,34.0896,-117.8895,anonymous,EN,1,1,60fefab902f96c16ff088bf9,,,,,5,4|5|1|3|2,7,2,2|1,3.956,14.042,15.214,3,4,3|2|6|5|1|7|4,2,3|4|1|5|2,6.74,51.353,52.733,3,2,2,1|5|2|3|4,3.176,37.613,39.33,3,18,22|19|20|17|21|23|18,2,4|3|1|2|5,3,3|1|5|2|4,2,4|3|1|2|5,3,2|3|5|4|1,2,1|5|4|3|2,4.78,4.58,3.45,0.68,5|1|2|3,"1,3",5|1|3|6|2|4,2001,4,1,3|4|2|1|5,2,3|2|4|1,7,3|6|1|2|4|5|7,5,,No_video,Bing_default,
2023-07-13 18:28:44,2023-07-13 18:38:29,0,99.16.249.96,100,584,1,2023-07-13 18:38:30,R_2Ck3eJMHDK4vTMk,,,,,33.933,-84.604,anonymous,EN,1,1,5a9b7272f05361000171feef,,,,,5,1|4|2|5|3,7,2,1|2,11.926,27.795,29.35,4,4,2|4|5|7|6|3|1,1,2|4|5|3|1,9.338,46.03,47.172,9,2,1,4|2|5|1|3,7.574,22.384,23.665,4,23,22|21|19|18|23|17|20,1,4|2|5|3|1,3,5|2|1|4|3,1,5|2|3|4|1,3,3|2|1|5|4,1,3|2|1|4|5,4.77,3.13,1.87,1.77,1|5|3|2,1,3|2|1|5|6|4,1965,3,5,2|3|1|4|5,2,2|3|4|1,2,6|1|3|2|5|4|7,5,I do this.,Video,Google_default,google_default
2023-07-13 18:29:14,2023-07-13 18:38:45,0,50.84.204.206,100,570,1,2023-07-13 18:38:45,R_3fWd93cO2VlNutl,,,,,32.8236,-96.6814,anonymous,EN,0.800000011920929,1,64012ef400259d6b9f41d17e,,,,,5,5|2|4|1|3,7,2,2|1,2.199,92.259,93.039,9,4,7|4|5|3|1|2|6,2,4|3|5|1|2,2.73,47.855,48.723,8,2,2,5|4|2|1|3,0.677,91.662,92.667,16,23,19|18|21|23|22|17|20,"1,2",5|4|3|2|1,3,2|3|4|5|1,2,4|3|5|2|1,2,1|4|2|3|5,2,2|4|1|3|5,4.49,2.36,2.43,2.61,3|1|5|2,"1,2,3",5|6|3|1|2|4,1985,2,1,4|3|5|1|2,1,2|1|4|3,7,3|2|6|5|4|7|1,5,,No_video,Bing_default,
2023-07-13 18:24:33,2023-07-13 18:39:21,0,69.127.117.72,100,887,1,2023-07-13 18:39:21,R_4PgDd1nd1bLMXjH,,,,,40.871,-73.051,anonymous,EN,0.8999999761581421,1,5f5550685e8dec926f63cef1,,,,,5,4|1|3|2|5,7,2,1|2,44.613,63.493,63.98,12,4,6|1|3|2|7|4|5,1,2|1|5|4|3,85.084,99.806,100.504,12,2,1,3|2|5|4|1,0.846,15.301,15.543,18,23,19|18|23|17|21|20|22,1,2|4|1|5|3,3,1|5|2|4|3,1,2|5|1|4|3,3,5|1|3|4|2,1,2|4|1|3|5,5,4.23,3.33,2.63,5|1|2|3,1,4|6|1|3|2|5,1994,3,2,3|4|2|1|5,1,2|1|3|4,1,4|1|6|3|2|7|5,5,,Video,Google_default,google_default
2023-07-13 18:32:37,2023-07-13 18:40:44,0,216.68.106.235,100,486,1,2023-07-13 18:40:44,R_1JIyuaIty9kRDZI,,,,,39.1638,-84.4517,anonymous,EN,1,1,59fdb240728b1b0001ad8722,,,,,5,1|4|5|3|2,7,2,1|2,19.545,30.249,34.95,3,4,4|1|5|6|2|7|3,1,5|4|2|3|1,3.828,25.761,28.033,4,2,1,3|2|4|1|5,3.062,92.624,94.311,4,17,20|18|19|22|21|23|17,1,1|3|2|5|4,3,4|2|3|1|5,1,1|3|5|2|4,3,4|3|2|1|5,1,3|1|5|2|4,4.8,2.7,0.6,1.47,3|2|1|5,"1,3",5|4|3|2|6|1,1991,3,5,1|5|4|3|2,2,2|4|1|3,2,6|2|1|4|7|5|3,5,,No_video,Google_default,google_default
2023-07-13 18:28:34,2023-07-13 18:41:14,0,75.191.210.71,100,759,1,2023-07-13 18:41:14,R_vek3uK4aUiHQxWx,,,,,33.9654,-78.0359,anonymous,EN,1,1,5c28d3540091e40001ca581e,,,,,5,4|1|5|2|3,7,2,1|2,3.509,24.72,26.125,4,4,1|5|7|6|2|3|4,1,2|3|5|1|4,3.165,35.872,36.828,5,1,1,1|5|2|3|4,3.375,32.286,33.188,4,17,23|19|22|20|18|21|17,1,1|5|2|4|3,3,5|4|2|1|3,1,1|5|2|3|4,3,2|5|3|1|4,1,2|1|4|5|3,3.6,2.4,3.47,0.47,5|1|3|2,"1,2,3",5|3|2|6|4|1,1956,4,3,5|3|4|2|1,1,3|4|1|2,1,7|5|3|6|4|1|2,5,"If I didn't mostly use google I probably would have changed, so I think people stick to the one they are used to.",Video,Google_default,google_default
2023-07-13 18:38:09,2023-07-13 18:42:26,0,35.150.179.129,100,257,1,2023-07-13 18:42:26,R_1JEDPEReIqR5zBf,,,,,42.9698,-85.9212,anonymous,EN,1,1,6362aca86b740b1ec4cb6efb,,,,,5,1|5|4|2|3,7,2,1|2,12.938,17.462,19.882,4,4,1|2|7|6|4|5|3,1,4|5|1|2|3,3.285,24.305,25.169,7,2,1,1|2|5|4|3,4.325,21.033,21.882,9,23,20|17|18|21|22|23|19,1,2|5|3|4|1,3,1|2|4|3|5,1,1|4|2|3|5,3,1|3|4|5|2,1,1|3|4|2|5,5,,,,3|5|1|2,"1,2,3",3|1|6|4|5|2,1982,2,4,5|4|2|1|3,1,2|4|3|1,2,3|7|4|6|1|5|2,5,"Yes I did stick to my original search engine ",No_video,Google_default,google_default
2023-07-13 18:38:19,2023-07-13 18:43:01,0,68.230.114.210,100,282,1,2023-07-13 18:43:02,R_UsD21gmgPYulxap,,,,,33.3121,-111.8213,anonymous,EN,1,1,601736d3f57edd250d376de9,,,,,5,2|4|1|5|3,7,2,2|1,17.346,20.01,22.237,2,4,1|6|7|3|4|5|2,2,5|1|3|2|4,13.144,30.463,32.035,4,2,1,4|1|2|3|5,4.934,24.821,26.737,7,23,19|23|22|20|18|17|21,1,4|1|2|5|3,3,4|5|2|3|1,1,4|2|1|3|5,3,5|3|4|1|2,1,1|4|3|2|5,5,4,2,3,5|1|2|3,"1,3",5|4|6|2|1|3,1959,3,5,4|2|5|1|3,2,4|1|2|3,1,3|1|4|7|2|5|6,5,,No_video,Bing_default,
2023-07-13 18:42:47,2023-07-13 18:43:12,0,67.2.32.160,100,24,1,2023-07-13 18:43:12,R_2VQLU6EQd6whTo7,,,,,40.7849,-111.9338,anonymous,EN,1,1,60fd0638ea398c6e93d6ba62,,,,,1,5|3|4|2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-13 18:40:19,2023-07-13 18:43:16,0,174.232.214.3,100,177,1,2023-07-13 18:43:17,R_2zdo9TymkgIdnOc,,,,,34.0544,-118.244,anonymous,EN,1,1,5ec17a2e02be030625eaff6e,,,,,5,3|1|2|4|5,7,2,2|1,7.226,14.894,16.289,4,4,5|4|1|3|6|7|2,1,3|1|4|2|5,2.412,10.399,11.408,4,2,1,3|1|5|4|2,1.797,8.586,11.211,4,23,20|19|18|17|21|22|23,1,5|1|2|4|3,3,5|2|1|4|3,1,5|1|4|2|3,3,4|5|3|2|1,1,3|2|4|1|5,4.43,2.5,3.4,2.43,2|3|1|5,1,5|3|1|6|4|2,1988,3,5,1|3|5|2|4,2,4|2|1|3,1,2|5|1|3|4|7|6,5,People are pretty egnrained in their selections in that regard,Video,Google_default,google_default
2023-07-13 18:34:17,2023-07-13 18:43:22,0,12.96.126.2,100,544,1,2023-07-13 18:43:22,R_1Ih6nlQkSzCB5S1,,,,,34.3556,-119.0701,anonymous,EN,0.8999999761581421,1,61077a68c25a64865de6ef32,,,,,5,1|3|4|5|2,7,2,2|1,16.757,20.885,22.185,2,4,6|3|5|7|2|4|1,2,5|1|3|2|4,3.701,25.844,27.657,2,2,5,5|2|3|1|4,75.937,77.842,78.686,2,17,21|20|19|18|22|23|17,2,1|3|4|5|2,3,3|5|4|2|1,2,2|1|3|5|4,3,4|5|1|3|2,2,5|1|4|2|3,5,4,3.5,1.9,5|1|3|2,"1,3",1|2|3|4|5|6,2002,3,2,3|4|5|2|1,2,4|2|3|1,6,2|4|6|3|7|5|1,5,,Video,Bing_default,
2023-07-13 18:35:24,2023-07-13 18:43:25,0,172.58.22.235,100,480,1,2023-07-13 18:43:25,R_C4tfytvdbqDqMJX,,,,,33.4475,-112.0866,anonymous,EN,0.8999999761581421,1,644a53ac09de69785b70ec16,,,,,5,3|4|1|2|5,7,2,1|2,4.079,25.855,27.828,4,4,7|6|5|3|2|4|1,2,4|5|2|3|1,4.503,71.583,73.102,3,1,2,1|4|3|5|2,3.846,103.469,105.02,3,23,21|17|19|20|23|18|22,2,2|4|5|1|3,3,1|3|2|4|5,2,2|5|4|1|3,3,5|1|3|4|2,2,1|3|4|2|5,4,3,4,3,5|3|2|1,"1,2,3",5|1|3|4|2|6,1963,3,4,2|5|1|3|4,2,4|3|1|2,1,7|3|5|4|1|6|2,5,I stuck with Bing although it seemed more awkward than Google. It's good to try new things.,No_video,Bing_default,
