StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,prolific_id,Q41_First Click,Q41_Last Click,Q41_Page Submit,Q41_Click Count,Q14,Q14_DO,Q15,Q38_First Click,Q38_Last Click,Q38_Page Submit,Q38_Click Count,choice_screen,choice_screen_DO,Q42_First Click,Q42_Last Click,Q42_Page Submit,Q42_Click Count,desktop,desktop_DO,survey_version,default_assigned,default_assigned_DO,Q48_First Click,Q48_Last Click,Q48_Page Submit,Q48_Click Count,beatles,beatles_DO,se.beatles,se.beatles_DO,Q49_First Click,Q49_Last Click,Q49_Page Submit,Q49_Click Count,alcapone,se.alcapone,se.alcapone_DO,Q50_First Click,Q50_Last Click,Q50_Page Submit,Q50_Click Count,vangogh,vangogh_DO,se.vangogh,se.vangogh_DO,Q60_1,Q60_2,Q60_3,Q60_5,Q60_DO,Q43_First Click,Q43_Last Click,Q43_Page Submit,Q43_Click Count,Q58,Q58_DO,choice screen,choice screen_DO,survey.type.weather,survey.type.weather_DO,Q55,Q51_First Click,Q51_Last Click,Q51_Page Submit,Q51_Click Count,austin,app_austin,app_austin_DO,Q52_First Click,Q52_Last Click,Q52_Page Submit,Q52_Click Count,cambridge,app_cambridge,app_cambridge_DO,Q53_First Click,Q53_Last Click,Q53_Page Submit,Q53_Click Count,cupertino,app_cupertino,app_cupertino_DO,Q31_1,Q31_2,Q31_3,Q31_DO,Q54,Q32,Q33,Q34,Q34_DO,Q35,Q35_DO,Q36,Q36_DO,Q37,Q38,rid,gc,Q_UnansweredPercentage,Q_UnansweredQuestions,Q_StraightliningCount,Q_StraightliningPercentage,Q_StraightliningQuestions,FL_12_DO,default_DO,video.weather_DO,weather_DO
2023-07-12 18:32:56,2023-07-12 18:41:09,0,72.183.180.229,100,493,1,2023-07-12 18:41:10,R_UhZxWN28RxkkYZb,,,,,29.8737,-97.9361,anonymous,EN,0.8999999761581421,1,6102dd96720f21dbed44ec01,,,,,5,4|3|1|5|2,7,,,,,,,5.976,5.976,12.679,1,2,1|2,2,3,3|1|2|4,16.96,20.029,20.541,3,4,4|5|7|6|3|1|2,3,2|3|4|1|5,2.635,28.472,29.775,3,2,3,4|3|1|5|2,79.632,81.408,82.265,3,21,19|21|22|18|17|23|20,3,4|2|1|5|3,4.51,1.71,0.61,1.41,2|3|5|1,3.425,10.561,11.689,7,"1,5",6|3|4|2|1|5,,,2,1|2,1,97.309,99.72,100.173,3,1,2,1|3|4|2,63.227,64.341,65.085,2,1,2,3|4|2|1,47.432,48.995,49.8,2,1,2,1|4|3|2,2,2,2,1|3|2,2,1994,4,4,5|1|2|4|3,2,3|2|4|1,1,6|2|3|4|5|1|7,5,no,,1,0,,0,0,,default,yahoo_default|Q42,description,default_wc
2023-07-12 18:30:11,2023-07-12 18:41:12,0,108.48.88.103,100,661,1,2023-07-12 18:41:13,R_TbA83WEpINxzWhz,,,,,38.6273,-76.9859,anonymous,EN,1,1,60feceac7002ddcf44f40a12,,,,,5,3|1|5|2|4,7,4.552,4.552,9.573,1,1,5|2|1|3,,,,,2,2|1,1,,,24.032,30.951,32.148,2,4,3|1|4|2|7|6|5,1,4|5|3|1|2,37.016,39.361,44.464,2,2,1,1|2|4|3|5,28.215,30.896,32.928,2,23,21|17|18|23|22|19|20,1,4|5|3|2|1,5,5,3,5,5|3|1|2,6.135,24.789,27.106,5,1,1|3|4|2|5|6,1,1|3|2,1,2|1,,180.346,182.453,183.894,2,1,3,4|1|2|3,83.965,87.123,88.981,2,1,2,4|3|2|1,38.928,42.176,43.542,2,1,1,1|4|3|2,1,2,2,2|3|1,1,2001,3,2,3|2|1|4|5,2,3|4|2|1,2,7|2|1|6|3|4|5,5,,,1,0.03125,QID38,0,0,,choice_screen,,description,choice screen
2023-07-12 18:40:00,2023-07-12 18:41:17,0,72.182.214.111,100,77,1,2023-07-12 18:41:18,R_3dS2yXWQTXELMnP,,,,,32.8489,-96.9667,anonymous,EN,1,1,59c843b646f72100019067ce,,,,,5,1|3|4|2|5,7,5.099,14.067,14.949,4,1,1|2|5|3,,,,,1,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,0,0,,choice_screen,,,
2023-07-12 18:15:24,2023-07-12 18:41:21,0,96.3.92.148,100,1556,1,2023-07-12 18:41:21,R_2lBiDbL6aMcrfAB,,,,,43.7081,-98.03,anonymous,EN,0.8999999761581421,1,6234864ec4a6e1aa0229fbd7,,,,,5,3|5|1|4|2,7,,,,,,,1.661,1.661,73.417,1,2,1|2,2,2,1|4|2|3,12.273,15.831,16.838,4,4,2|6|4|1|3|7|5,2,5|4|2|3|1,31.479,43.846,44.275,5,2,2,5|1|2|3|4,1.251,66.778,68.822,6,23,19|17|21|18|20|22|23,"1,2",2|5|4|1|3,4.86,3.7,4.43,3.63,3|1|2|5,3.42,13.442,14.171,7,"1,3",1|3|6|5|4|2,,,2,1|2,2,83.81,86.823,87.285,5,1,"1,2",3|1|4|2,30.646,33.307,33.89,3,3,1,4|3|2|1,30.441,32.134,32.68,3,1,1,1|3|4|2,4,4,5,3|2|1,1,1986,4,5,1|4|3|2|5,2,2|4|1|3,1,2|1|7|3|4|5|6,5,no,,1,0,,0,0,,default,bing_default|Q42,description,default_aw
2023-07-12 18:34:12,2023-07-12 18:41:25,0,172.56.241.180,100,432,1,2023-07-12 18:41:25,R_OKmgYQp8yMYEYHD,,,,,32.7203,-117.1552,anonymous,EN,1,1,60430fc782b5752a7ae8d797,,,,,5,5|1|2|4|3,7,4.192,4.192,9.342,1,1,5|1|2|3,,,,,2,1|2,1,,,15.892,17.88,19.664,2,4,4|2|6|7|3|5|1,1,4|1|5|3|2,37.896,63.629,65.218,3,1,1,2|5|4|3|1,32.2,33.932,35.033,2,17,21|19|17|23|18|22|20,1,2|5|1|4|3,4.51,2.58,2.61,3.28,5|1|3|2,6.451,18.569,19.837,7,"1,3,5",6|5|3|1|2|4,1,2|3|1,1,2|1,,71.04,74.982,76.287,2,1,1,3|1|2|4,31.581,33.638,34.964,2,3,1,3|4|2|1,50.318,54.026,57.437,2,1,1,2|3|1|4,5,3,3,2|3|1,1,1981,5,2,4|2|1|3|5,2,2|4|3|1,4,3|5|4|7|2|6|1,5,no,,1,0,,0,0,,choice_screen,,description,choice screen
2023-07-12 18:29:18,2023-07-12 18:41:26,0,24.254.4.199,100,727,1,2023-07-12 18:41:27,R_3DqCx0Q1hQP7dj8,,,,,37.3053,-79.9252,anonymous,EN,0.699999988079071,1,5efe5679c3d6bf16d5af6ba6,,,,,5,1|3|2|5|4,7,,,,,,,0,0,38.753,0,2,2|1,2,3,4|3|1|2,21.305,24.385,27.499,2,4,4|1|3|6|5|7|2,3,4|1|3|2|5,115.848,129.448,131.435,2,1,4,2|3|4|5|1,57.475,59.877,61.298,2,18,18|21|23|19|22|17|20,4,4|5|1|2|3,3.4,3.57,3.67,2.63,3|5|1|2,7.185,20.386,21.236,8,"1,2,3,6",1|2|6|5|3|4,,,2,2|1,1,196.584,198.718,199.444,2,1,3,3|2|1|4,34.484,36.514,38.112,3,4,3,4|3|1|2,23.198,24.912,25.793,2,1,3,3|2|1|4,2,3,4,1|3|2,"3,4",1976,5,5,3|5|4|2|1,1,2|1|3|4,1,5|3|1|6|4|7|2,5,"not really; ",,1,0,,0,0,,default,yahoo_default|Q42,description,default_wc
2023-07-12 18:39:07,2023-07-12 18:41:33,0,71.50.221.231,100,146,1,2023-07-12 18:41:34,R_3KGF97b9DbU6VQf,,,,,40.1854,-77.4139,anonymous,EN,1,1,640da58d1ce7d6bee643de7b,,,,,5,2|4|3|5|1,7,4.034,4.034,9.44,1,1,5|1|2|3,,,,,2,1|2,1,,,4.553,6.852,32.835,4,4,1|7|6|3|4|2|5,1,3|5|1|2|4,3.597,4.758,13.828,2,2,1,1|4|2|5|3,2.2,4.51,16.524,4,18,20|21|23|18|19|22|17,1,5|4|3|2|1,0.88,0.22,0.18,0.35,5|2|3|1,1.615,7.331,8.189,7,1,1|5|2|6|4|3,,,2,2|1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,0,0,,choice_screen,,description,default_wu
2023-07-12 18:30:02,2023-07-12 18:41:48,0,136.49.124.254,100,706,1,2023-07-12 18:41:49,R_3h9LskmrIWY1eG5,,,,,30.2423,-97.7672,anonymous,EN,1,1,63f564152b3caf8fc0a69dcf,,,,,5,1|4|3|5|2,7,,,,,,,9.544,9.544,18.613,1,2,2|1,2,4,1|2|4|3,2.762,24.542,25.889,4,4,2|4|1|5|3|7|6,4,5|3|1|2|4,6.117,89.57,90.755,7,1,4,3|4|2|5|1,88.878,95.232,96.411,3,23,19|17|21|18|20|22|23,4,1|2|3|5|4,3.67,2.47,3.57,2.4,1|3|2|5,12.294,25.929,27.853,8,"1,2,3",1|4|2|3|5|6,,,2,1|2,3,74.804,80.901,81.967,4,1,3,3|4|1|2,49.232,53.729,54.932,3,1,3,3|4|2|1,32.366,36.762,38.163,3,1,3,4|2|3|1,4,4,4,1|2|3,"1,2,3,4",1969,3,5,3|4|5|1|2,2,3|1|2|4,1,1|5|4|7|3|2|6,5,"I think most people tend toward laziness (myself included) or stick with something if it works ""good enough"". ",,1,0,,0,0,,default,duckduckgo_default|Q42,description,default_wu
2023-07-12 18:20:33,2023-07-12 18:41:57,0,73.242.2.26,100,1284,1,2023-07-12 18:41:58,R_3rNZw8RVKNshkEM,,,,,44.9427,-93.2871,anonymous,EN,1,1,6480d2e60bb76dc7968705dd,,,,,5,5|2|4|3|1,7,,,,,,,6.477,6.477,17.607,1,2,2|1,2,3,4|3|1|2,26.104,59.999,61.354,3,4,6|3|1|7|4|5|2,"2,3",5|3|1|2|4,9.743,364.188,366.043,9,1,"2,3",3|2|5|1|4,8.105,197.081,202.212,4,23,20|19|18|17|22|21|23,2,4|5|1|2|3,4.52,5,1.58,1.35,3|1|2|5,2.473,30.511,34.836,11,"1,3",1|6|2|3|5|4,,,2,2|1,3,96.786,119.92,124.263,2,1,3,4|1|2|3,4.469,51.95,55.428,3,3,3,4|1|2|3,4.203,31.114,33.462,3,1,3,1|2|3|4,2,4,5,3|1|2,"2,3",1974,4,2,5|3|4|1|2,3,1|4|2|3,2,7|6|3|4|5|2|1,5,bing is great because you canhave the AI assistant tell you answers and it will cite where they are found,,1,0,,0,0,,default,yahoo_default|Q42,description,default_wu
2023-07-12 18:37:01,2023-07-12 18:42:09,0,71.202.12.245,100,308,1,2023-07-12 18:42:10,R_3imwSivEQ1xZovQ,,,,,36.6139,-121.9189,anonymous,EN,1,1,6143767991599d8a330bac3b,,,,,5,5|2|1|3|4,7,,,,,,,0,0,8.273,0,2,1|2,2,3,1|3|2|4,14.315,16.917,18.185,2,4,2|4|6|1|7|3|5,1,2|3|4|1|5,18.448,20.215,22.086,2,2,1,2|4|1|3|5,22.376,23.911,24.865,2,23,19|23|18|17|22|21|20,1,5|4|1|3|2,4,1,3,1,3|1|2|5,7.006,22.706,24.879,10,"1,2",1|2|4|5|6|3,,,2,2|1,3,35.801,37.468,38.29,2,1,2,2|1|3|4,17.896,18.98,19.969,2,1,2,2|4|1|3,17.665,19.163,20.168,2,3,2,1|2|3|4,3,4,3,2|3|1,2,1999,4,2,1|4|2|3|5,2,3|4|2|1,1,2|5|1|7|3|6|4,5,,,1,0.03125,QID38,0,0,,default,yahoo_default|Q42,description,default_wu
2023-07-12 18:32:33,2023-07-12 18:42:16,0,72.185.65.82,100,583,1,2023-07-12 18:42:17,R_3RaX4yeo3qJzfUa,,,,,27.7431,-82.6909,anonymous,EN,0.8999999761581421,1,611202ff20bc8f6143b2b906,,,,,5,3|5|4|1|2,7,,,,,,,10.76,10.76,26.116,1,2,1|2,2,4,4|3|1|2,15.177,32.553,43.34,3,4,2|1|5|4|3|7|6,4,3|4|1|5|2,7.005,26.81,28.057,4,2,4,3|4|1|5|2,3.034,131.365,133.454,8,23,19|23|17|21|20|18|22,"1,4",2|1|5|3|4,4.82,4.05,3.42,3.42,3|2|1|5,12.775,38.453,39.909,10,1,6|3|4|2|1|5,,,2,2|1,3,1.816,69.187,69.989,6,1,3,1|2|4|3,3.76,40.753,52.837,5,3,3,1|4|3|2,4.886,24.634,25.671,4,1,3,1|3|4|2,5,5,5,1|2|3,1,2000,3,5,1|5|4|3|2,1,4|2|3|1,1,6|2|4|7|5|1|3,5,,,1,0.03125,QID38,0,0,,default,duckduckgo_default|Q42,description,default_wu
2023-07-12 18:40:33,2023-07-12 18:42:19,0,207.190.23.225,100,105,1,2023-07-12 18:42:20,R_2v1UQ85at0NtnKC,,,,,37.751,-97.822,anonymous,EN,0.8999999761581421,1,614dd304ed948bbfe8c22215,,,,,5,5|1|3|4|2,7,,,,,,,2.69,27.034,28.251,2,2,1|2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,0,0,,default,yahoo_default|Q42,,
2023-07-12 18:30:09,2023-07-12 18:42:20,0,104.177.62.137,100,730,1,2023-07-12 18:42:21,R_dby4Bwma14IYbId,,,,,42.6374,-82.5764,anonymous,EN,1,1,59a88f5b321f870001d16d68,,,,,5,3|5|1|4|2,7,,,,,,,2.966,7.054,21.21,3,2,1|2,2,1,3|2|1|4,43.906,48.842,54.83,2,4,1|5|4|6|7|2|3,1,3|2|5|1|4,3.704,37.425,39.95,5,2,1,4|3|5|1|2,3.538,27.074,28.327,4,23,18|20|17|21|23|22|19,1,4|2|1|3|5,5,2.95,2.88,4.48,3|5|2|1,3.669,50.813,52.961,14,"1,3,5",4|6|1|5|2|3,3,1|3|2,1,1|2,,85.795,89.915,100.807,2,1,3,4|2|3|1,4.837,92.557,94.793,8,4,2,4|2|1|3,5.834,45.523,48.719,4,1,3,4|2|1|3,5,5,5,1|2|3,3,1964,3,5,5|3|1|4|2,1,1|2|4|3,1,1|5|7|4|6|2|3,5,,,1,0.03125,QID38,0,0,,default,google_default|Q42,description,choice screen
2023-07-12 18:34:06,2023-07-12 18:42:34,0,47.136.236.92,100,507,1,2023-07-12 18:42:35,R_2DLxiMFiZGI3dmE,,,,,34.1438,-117.2548,anonymous,EN,0.8999999761581421,1,5aea962d0ef2f20001858c9c,,,,,5,5|1|2|4|3,7,,,,,,,7.036,7.036,12.139,1,2,1|2,2,3,3|2|4|1,3.24,13.328,16.136,5,4,4|1|6|5|3|7|2,1,5|4|2|3|1,4.254,37.837,39.11,8,2,"1,3",4|3|2|1|5,5.681,31.097,32.514,7,23,19|18|20|17|21|22|23,"1,3",2|5|1|4|3,4.73,,,2.5,5|2|1|3,6.756,17.324,18.596,5,"1,3,5",1|4|6|2|3|5,3,2|3|1,1,2|1,,13.591,73.663,77.039,4,1,3,2|3|4|1,4.099,37.699,39.075,4,3,3,4|3|2|1,3.915,27.787,32.164,4,1,3,4|3|1|2,4,4,5,1|3|2,"1,2,3,4",1983,2,5,1|2|5|4|3,1,2|3|4|1,1,7|4|6|2|5|3|1,5,N/A,,1,0,,0,0,,default,yahoo_default|Q42,description,choice screen
2023-07-12 18:31:28,2023-07-12 18:42:34,0,72.207.6.166,100,665,1,2023-07-12 18:42:35,R_2UYNnumzTCzheyM,,,,,32.7097,-117.1228,anonymous,EN,1,1,61087689e968fcf3269375c1,,,,,5,5|2|4|1|3,7,67.387,75.887,82.15,2,1,3|2|5|1,,,,,2,2|1,1,,,16.526,21.013,23.325,2,4,5|2|6|1|3|4|7,1,2|5|1|3|4,6.579,36.649,38.308,5,2,1,2|5|1|4|3,87.006,108.325,110.52,3,23,22|18|19|21|20|17|23,1,5|4|1|3|2,4.47,3.4,1.3,2.37,2|5|1|3,4.283,10.916,12.489,5,1,4|1|6|2|3|5,1,3|2|1,1,1|2,,30.578,32.613,33.911,2,1,1,1|4|3|2,33.612,37.931,39.246,2,3,1,2|3|1|4,49.756,51.427,52.823,2,1,1,1|2|4|3,5,4,3,2|1|3,1,1990,4,4,4|5|2|1|3,2,3|4|1|2,7,3|4|2|7|1|5|6,5,"I always stick with what I am used to, which is google",,1,0,,0,0,,choice_screen,,description,choice screen
2023-07-12 18:23:46,2023-07-12 18:42:37,0,204.111.137.25,100,1130,1,2023-07-12 18:42:37,R_3Jn1Q96tPwhfq1Z,,,,,38.1551,-79.0608,anonymous,EN,0.8999999761581421,1,623666be98139b323ce77f86,,,,,5,1|2|3|5|4,7,6.119,61.262,79.064,12,1,3|2|1|5,,,,,2,1|2,1,,,10.202,29.495,30.657,4,4,1|3|7|2|4|5|6,1,3|4|1|2|5,3.139,43.57,44.643,5,2,1,2|4|1|5|3,2.928,32.613,33.674,4,23,18|23|22|17|21|20|19,1,5|4|3|2|1,4.50,3.50,3.00,2.00,2|5|3|1,11.246,46.298,60.865,11,"1,3",6|2|1|5|4|3,,,2,2|1,3,5.377,194.708,196.098,5,1,"2,4",4|2|1|3,33.917,167.357,168.512,5,2,"2,4",1|4|3|2,3.799,138.691,150.412,5,3,2,3|4|1|2,3,4,2,3|1|2,4,1976,3,5,5|1|3|2|4,2,3|2|1|4,1,5|6|3|7|1|2|4,5,"My personal thoughts are that if a person is assigned an effective search engine, such as Google, they are more likely to stick with that search engine. If a person is assigned a search engine such as ""Yahoo"" which is the least effective that I know of, they are likely to switch after performing just a few searches. Everyone in this country is likely to compare the performance of a search engine to Google. ",,1,0,,0,0,,choice_screen,,description,default_wu
2023-07-12 18:35:40,2023-07-12 18:42:56,0,74.78.164.121,100,436,1,2023-07-12 18:42:57,R_1rvwWVfBfYzyDBV,,,,,44.54,-70.5627,anonymous,EN,1,1,5c3affca11b5a4000154f997,,,,,5,2|3|5|4|1,7,10.278,10.278,11.295,1,1,5|3|2|1,,,,,2,1|2,1,,,3.98,62.612,63.227,6,7,1|2|7|6|4|5|3,1,3|4|2|5|1,3.355,101.639,102.627,5,1,1,2|1|4|3|5,1.754,22.463,23.65,6,23,19|20|22|23|21|18|17,1,5|1|2|3|4,4.25,0.48,0.58,3.62,5|1|3|2,7.15,19.183,19.822,8,1,5|4|3|6|2|1,,,2,1|2,2,58.162,60.71,61.35,2,1,2,4|1|3|2,24.715,26.376,26.99,2,1,2,3|4|1|2,22.08,23.551,24.209,2,3,2,1|3|2|4,4,4,3,1|3|2,1,1990,2,3,3|5|2|4|1,2,1|3|4|2,1,7|5|1|2|4|3|6,5,,,1,0.03125,QID38,0,0,,choice_screen,,description,default_aw
2023-07-12 18:32:10,2023-07-12 18:43:10,0,67.233.93.22,100,659,1,2023-07-12 18:43:10,R_oZyk6CW1ZLrhJYZ,,,,,28.5531,-81.7597,anonymous,EN,1,1,633e327052bcc8b44d6e0d2c,,,,,5,4|5|1|3|2,7,,,,,,,5.933,5.933,18.801,1,2,1|2,2,1,2|1|3|4,5.515,26.083,29.102,4,4,7|2|5|3|1|6|4,1,1|5|3|4|2,4.751,27.483,28.9,3,2,1,1|3|5|2|4,2.97,21.3,23.551,3,23,23|19|18|22|17|21|20,1,4|1|5|3|2,4.95,3.0,4.05,5.0,1|3|5|2,14.405,95.147,96.644,25,"1,2,5",4|1|3|2|5|6,,,2,1|2,2,62.527,69.774,70.889,2,1,2,4|1|3|2,6.104,58.427,59.336,4,1,2,3|2|1|4,2.171,42.081,42.994,7,1,2,4|2|3|1,5,4,3,3|2|1,"1,4",1969,4,5,1|3|5|2|4,1,3|2|4|1,1,1|4|2|5|3|7|6,5,"Since Google is one of my main search engines, I was comfortable using it to search for answers when I was directed there. As for the weather forecasts, I never use AccuWeather, so when I was directed there, I thought it was a good opportunity to check the site out.",,1,0,,0,0,,default,google_default|Q42,description,default_aw
2023-07-12 18:42:03,2023-07-12 18:43:32,0,45.17.22.21,100,89,1,2023-07-12 18:43:33,R_cYcO3XNfM7q3epj,,,,,32.7254,-97.3208,anonymous,EN,1,1,5b40ff8b3d066d0001609b63,,,,,5,4|2|5|3|1,7,,,,,,,5.434,5.434,12.341,1,2,2|1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,0,0,,default,google_default|Q42,,
2023-07-12 18:36:37,2023-07-12 18:43:40,0,98.114.216.40,100,422,1,2023-07-12 18:43:40,R_1imRen8mxNiTmE2,,,,,39.9544,-75.1657,anonymous,EN,0.8999999761581421,1,5ead1627e0026439492eee19,,,,,5,4|1|2|3|5,7,7.54,7.54,16.343,1,1,5|2|3|1,,,,,2,2|1,1,,,7.63,17.663,19.409,3,4,7|5|6|1|2|4|3,1,4|3|2|1|5,3.22,24.946,25.925,4,2,1,3|2|5|4|1,1.884,9.603,10.839,3,23,21|17|22|20|19|18|23,1,1|4|2|5|3,4.98,1.98,0.78,2.75,5|2|3|1,4.864,43.921,46.81,35,1,1|4|3|6|2|5,2,2|1|3,1,2|1,,52.082,54.603,55.464,2,1,2,1|2|3|4,5.068,68.389,69.154,4,2,2,1|4|3|2,2.932,34.26,35.289,4,3,2,3|4|2|1,4,5,3,3|1|2,"1,2",1996,4,2,5|4|2|3|1,1,3|4|1|2,1,7|4|5|6|3|2|1,5,,,1,0.03125,QID38,0,0,,choice_screen,,description,choice screen
2023-07-12 18:36:06,2023-07-12 18:43:44,0,68.49.23.73,100,458,1,2023-07-12 18:43:45,R_wR9WDhDWUaymtEJ,,,,,42.3472,-83.0323,anonymous,EN,1,1,5e0a434b8676812de85037c3,,,,,5,1|4|5|3|2,7,2.754,2.754,9.669,1,1,1|3|5|2,,,,,2,1|2,1,,,3.065,12.909,14.702,5,4,6|2|1|5|7|4|3,1,3|1|4|2|5,2.056,40.95,41.879,10,2,1,5|2|4|3|1,4.28,22.736,24.015,5,23,18|22|17|21|23|20|19,1,1|4|5|2|3,4.02,2.12,3.58,1.92,1|5|3|2,6.902,31.191,33.401,7,1,5|1|4|3|6|2,,,2,2|1,1,97.625,100.315,101.334,2,1,1,4|2|1|3,20.015,21.745,23.329,2,3,1,1|2|4|3,19.564,22.047,24.359,2,1,1,4|2|1|3,2,4,4,2|1|3,1,1989,4,5,5|3|4|2|1,1,4|3|1|2,1,1|4|7|3|6|5|2,5,,,1,0.03125,QID38,0,0,,choice_screen,,description,default_wc
2023-07-12 18:31:36,2023-07-12 18:43:49,0,24.180.228.92,100,733,1,2023-07-12 18:43:50,R_e4GLE67VNq3PoFr,,,,,43.6055,-84.7796,anonymous,EN,0.699999988079071,1,5e34bbfdd87fbf4a5001b133,,,,,5,5|1|4|2|3,7,,,,,,,6.387,6.387,13.186,1,2,1|2,2,2,1|2|3|4,44.919,48.142,52.774,2,4,4|7|6|5|3|2|1,2,1|3|5|2|4,43.512,62.818,65.625,4,2,2,4|2|5|1|3,138.035,142.497,143.29,3,17,23|18|22|17|21|19|20,2,5|4|3|1|2,4.42,4.58,4.55,4.52,5|1|2|3,5.134,16.608,19.672,6,3,2|1|4|5|6|3,,,2,2|1,2,71.803,75.268,77.203,2,1,2,2|4|3|1,61.351,65.039,66.374,2,1,2,4|2|1|3,39.676,42.052,43.014,2,3,2,4|2|3|1,5,5,5,3|2|1,2,2000,1,5,1|5|2|4|3,3,3|2|1|4,2,5|7|1|4|2|6|3,2,"wow, amazing concept, some will and some won't use assigned rather than choose other.  ",,1,0,,0,0,,default,bing_default|Q42,description,default_aw
2023-07-12 18:43:34,2023-07-12 18:43:54,0,35.146.195.146,100,20,1,2023-07-12 18:43:54,R_1jDoRahXL6xjlVt,,,,,26.1372,-97.6454,anonymous,EN,1,1,6108266098d258914f50df27,,,,,1,3|1|4|2|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,0,0,,,,,
2023-07-12 18:37:40,2023-07-12 18:44:03,0,172.119.2.92,100,382,1,2023-07-12 18:44:03,R_5ndT6Aq6VpIGZwZ,,,,,34.074,-118.2611,anonymous,EN,1,1,610ad7c325529b36c4598cf4,,,,,5,3|1|4|2|5,7,5.767,5.767,7.922,1,1,5|1|3|2,,,,,2,1|2,1,,,17.146,18.312,19.652,2,4,2|1|5|6|4|7|3,1,2|5|1|3|4,43.299,44.881,46.022,2,1,1,1|4|3|2|5,17.447,20.28,21.968,3,23,20|21|23|18|22|19|17,1,2|5|1|4|3,4.45,3.05,2.78,2.78,2|1|5|3,3.22,22.518,23.924,7,1,5|3|2|4|6|1,1,3|2|1,1,1|2,,25.805,30.405,31.065,2,1,1,2|3|4|1,33.534,36.282,37.438,4,3,1,2|1|3|4,33.915,36.832,38.17,2,1,1,1|3|4|2,4,4,4,3|2|1,1,1992,4,1,1|2|4|3|5,2,1|2|3|4,1,1|4|7|5|2|3|6,5,,,1,0.03125,QID38,0,0,,choice_screen,,description,choice screen
2023-07-12 18:35:08,2023-07-12 18:44:12,0,73.202.61.175,100,544,1,2023-07-12 18:44:13,R_31parejyHiMB23t,,,,,37.4446,-122.1835,anonymous,EN,0.8999999761581421,1,60f838095603e27ca51820a7,,,,,5,4|2|5|3|1,7,4.47,4.47,12.73,1,1,2|3|1|5,,,,,2,2|1,1,,,30.391,33.311,36.508,2,4,2|4|3|5|6|1|7,1,4|2|1|5|3,26.804,29.444,31.615,2,2,1,5|3|1|2|4,42.085,43.715,45.758,2,23,17|22|21|20|23|19|18,1,5|4|1|3|2,4.63,3.63,1.53,2.37,3|2|5|1,8.234,44.483,46.207,10,"1,3",5|6|2|3|4|1,,,2,1|2,2,44.141,48.173,51.046,2,1,2,2|4|1|3,50.254,52.175,54.191,2,3,1,2|4|1|3,53.361,55.168,56.937,2,1,1,4|1|2|3,5,4,3,1|3|2,1,1957,4,3,3|2|1|5|4,1,4|1|2|3,1,7|6|5|2|1|3|4,5,"Yes, I trust my weather channel better.",,1,0,,0,0,,choice_screen,,description,default_aw
2023-07-12 18:22:57,2023-07-12 18:44:27,0,38.18.70.158,100,1290,1,2023-07-12 18:44:27,R_1mDdztKGtAw5zsh,,,,,33.635,-112.3321,anonymous,EN,1,1,6349146a3cea617bfd8da767,,,,,5,2|3|1|5|4,7,,,,,,,7.012,7.012,14.356,1,2,1|2,2,3,2|3|4|1,30.969,34.744,36.932,2,4,5|3|7|2|4|1|6,3,3|1|5|4|2,51.674,55.298,60.296,2,1,3,1|5|2|4|3,83.471,87.504,88.69,4,17,18|23|21|17|19|22|20,"1,3",2|3|5|4|1,4.84,2.91,3.17,3.57,3|5|2|1,11.273,31.394,32.259,9,"1,3,5",6|1|3|2|4|5,,,2,1|2,1,176.983,180.983,189.699,5,1,"1,2",4|3|2|1,83.826,96.131,98.282,2,1,2,1|4|2|3,31.96,34.021,35.909,3,1,2,1|4|3|2,4,5,3,1|2|3,"1,2",1994,2,4,1|5|4|3|2,1,1|3|2|4,7,5|2|4|1|7|3|6,5,"I feel like society makes normal people use common search engines and makes us feel like outcasts( or weird) if we dont. Although some are superior than others and are more private. Having spent years googling, using anything else just feels wrong.",,1,0,,0,0,,default,yahoo_default|Q42,description,default_wc
